ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1509,Assam,Silchar,Locality_388,Independent House,5,2808,266.02,9473.646724,1992,Semi-furnished,7,21,33,1,2,Low,No,No,"Gym, Garden, Playground",North,Broker,Ready_to_Move
1510,Assam,Silchar,Locality_349,Apartment,4,3069,492.26,16039.75236,2007,Unfurnished,11,25,18,9,3,Medium,Yes,Yes,"Garden, Clubhouse, Pool, Playground",East,Broker,Ready_to_Move
1511,Uttar Pradesh,Lucknow,Locality_307,Apartment,2,2555,90.96,3560.078278,2020,Unfurnished,6,6,5,1,1,Low,Yes,Yes,"Clubhouse, Gym",East,Owner,Ready_to_Move
1512,Madhya Pradesh,Indore,Locality_128,Apartment,2,2103,464.61,22092.72468,2007,Semi-furnished,8,15,18,6,4,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",East,Builder,Ready_to_Move
1513,Madhya Pradesh,Indore,Locality_84,Villa,1,2308,211.59,9167.677643,2015,Unfurnished,9,9,10,7,1,Low,Yes,Yes,"Gym, Playground",North,Builder,Ready_to_Move
1514,West Bengal,Kolkata,Locality_402,Independent House,4,2128,301.72,14178.57143,2021,Unfurnished,29,3,4,8,6,Low,Yes,No,"Pool, Garden, Playground, Clubhouse",South,Broker,Ready_to_Move
1515,Rajasthan,Jodhpur,Locality_465,Apartment,1,2391,236.62,9896.277708,2018,Semi-furnished,20,29,7,10,5,High,No,Yes,"Gym, Pool, Clubhouse, Playground",South,Owner,Ready_to_Move
1516,Tamil Nadu,Chennai,Locality_356,Apartment,1,2067,489.19,23666.66667,2003,Furnished,14,24,22,7,8,High,No,Yes,"Clubhouse, Playground",West,Builder,Under_Construction
1517,West Bengal,Durgapur,Locality_170,Apartment,4,1943,38.56,1984.559959,2019,Unfurnished,27,19,6,4,3,Medium,No,Yes,Pool,East,Owner,Ready_to_Move
1518,Punjab,Amritsar,Locality_109,Independent House,3,3815,377.97,9907.470511,1995,Semi-furnished,23,11,30,6,6,High,No,Yes,"Playground, Clubhouse, Pool, Garden",West,Owner,Ready_to_Move
1519,Uttar Pradesh,Lucknow,Locality_122,Independent House,1,3292,422.57,12836.26974,2017,Furnished,12,25,8,4,2,High,Yes,Yes,"Gym, Clubhouse, Pool",North,Builder,Ready_to_Move
1520,Gujarat,Surat,Locality_217,Independent House,4,1105,187.86,17000.90498,1998,Unfurnished,30,20,27,1,9,Low,No,No,"Gym, Playground, Garden",West,Builder,Ready_to_Move
1521,Uttarakhand,Dehradun,Locality_284,Villa,2,2596,355.59,13697.61171,2018,Unfurnished,25,20,7,6,8,Low,No,No,"Gym, Playground",West,Owner,Under_Construction
1522,West Bengal,Durgapur,Locality_493,Villa,5,3432,178.81,5210.081585,2002,Unfurnished,10,10,23,1,10,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction
1523,Delhi,New Delhi,Locality_200,Villa,5,2918,107.44,3681.973955,2021,Furnished,14,5,4,7,10,Medium,Yes,No,"Clubhouse, Garden",North,Owner,Under_Construction
1524,Gujarat,Ahmedabad,Locality_432,Independent House,1,536,358.17,66822.76119,2012,Unfurnished,25,25,13,7,7,Medium,No,No,"Playground, Clubhouse, Pool, Garden",North,Builder,Under_Construction
1525,Odisha,Bhubaneswar,Locality_190,Apartment,1,3949,475.97,12052.92479,1995,Unfurnished,8,27,30,4,10,Medium,No,No,Playground,East,Broker,Ready_to_Move
1526,Bihar,Gaya,Locality_414,Apartment,3,1579,346.36,21935.40215,2019,Semi-furnished,26,6,6,1,8,Medium,Yes,No,"Clubhouse, Garden, Pool, Gym",North,Owner,Under_Construction
1527,Jharkhand,Jamshedpur,Locality_464,Independent House,4,3472,244.13,7031.394009,1994,Furnished,12,6,31,7,10,Low,Yes,Yes,"Gym, Clubhouse",West,Builder,Ready_to_Move
1528,Jharkhand,Ranchi,Locality_479,Independent House,3,785,425.07,54149.04459,2011,Furnished,24,18,14,8,8,Low,No,Yes,"Clubhouse, Playground",North,Owner,Under_Construction
1529,Bihar,Gaya,Locality_237,Villa,3,4308,93.45,2169.220056,2005,Unfurnished,11,18,20,7,10,Medium,Yes,No,"Clubhouse, Pool, Playground, Gym, Garden",West,Builder,Ready_to_Move
1530,Jharkhand,Ranchi,Locality_39,Independent House,1,4668,351.55,7531.062554,2019,Unfurnished,27,5,6,2,3,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse",South,Owner,Ready_to_Move
1531,Uttarakhand,Dehradun,Locality_229,Villa,1,3869,236.21,6105.195141,2004,Furnished,26,18,21,7,6,Low,Yes,No,"Gym, Garden, Playground, Pool",North,Owner,Under_Construction
1532,Haryana,Gurgaon,Locality_459,Villa,1,3022,110.08,3642.620781,1997,Unfurnished,19,27,28,3,7,Low,No,No,"Pool, Garden",East,Builder,Ready_to_Move
1533,Haryana,Faridabad,Locality_215,Apartment,2,987,439.5,44528.87538,2017,Unfurnished,18,4,8,10,8,Medium,No,No,"Gym, Playground, Clubhouse, Garden",South,Owner,Under_Construction
1534,West Bengal,Durgapur,Locality_476,Apartment,1,4768,328.15,6882.340604,2017,Furnished,5,15,8,4,4,Low,Yes,No,"Pool, Gym, Playground, Garden, Clubhouse",West,Owner,Ready_to_Move
1535,Bihar,Patna,Locality_51,Independent House,5,3594,413.28,11499.16528,2004,Semi-furnished,17,12,21,5,2,High,Yes,Yes,"Gym, Playground, Clubhouse, Pool",North,Builder,Ready_to_Move
1536,Delhi,New Delhi,Locality_99,Independent House,5,1293,107.83,8339.520495,2018,Unfurnished,6,16,7,1,4,Medium,Yes,Yes,"Gym, Playground, Clubhouse, Garden",North,Broker,Under_Construction
1537,Odisha,Cuttack,Locality_357,Apartment,4,3128,126.05,4029.731458,2009,Semi-furnished,29,8,16,9,4,Low,No,No,Pool,North,Broker,Under_Construction
1538,Bihar,Gaya,Locality_49,Apartment,1,667,315.66,47325.33733,2003,Furnished,5,30,22,6,9,High,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",South,Broker,Under_Construction
1539,Kerala,Trivandrum,Locality_331,Independent House,1,2761,336.69,12194.49475,2014,Semi-furnished,25,23,11,1,10,Low,Yes,No,"Garden, Gym, Playground",West,Broker,Under_Construction
1540,Punjab,Ludhiana,Locality_240,Independent House,4,850,62.4,7341.176471,1998,Furnished,18,15,27,5,1,Medium,No,Yes,"Pool, Clubhouse, Gym, Garden",West,Builder,Ready_to_Move
1541,Jharkhand,Ranchi,Locality_129,Villa,4,3700,430.6,11637.83784,2003,Furnished,1,17,22,7,9,High,No,No,"Clubhouse, Pool, Gym, Garden",North,Builder,Under_Construction
1542,Karnataka,Mangalore,Locality_159,Apartment,5,632,222.93,35273.73418,2016,Furnished,20,17,9,5,7,Medium,No,Yes,"Playground, Clubhouse",South,Builder,Ready_to_Move
1543,Madhya Pradesh,Bhopal,Locality_66,Independent House,4,676,331.54,49044.3787,1992,Semi-furnished,20,11,33,3,1,High,Yes,Yes,"Playground, Gym",North,Owner,Under_Construction
1544,Assam,Guwahati,Locality_51,Independent House,5,4707,117.57,2497.76928,2008,Semi-furnished,3,3,17,7,4,Low,No,Yes,Pool,North,Builder,Under_Construction
1545,Delhi,Dwarka,Locality_447,Apartment,1,3513,452.02,12867.06519,2001,Unfurnished,15,10,24,5,6,High,No,Yes,"Pool, Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
1546,Kerala,Kochi,Locality_94,Villa,1,2136,94.05,4403.089888,2014,Unfurnished,24,27,11,6,8,High,No,No,"Playground, Garden, Clubhouse",West,Builder,Ready_to_Move
1547,Bihar,Gaya,Locality_483,Independent House,2,2742,86.15,3141.86725,1997,Furnished,22,2,28,5,9,Low,Yes,Yes,"Garden, Pool, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move
1548,Bihar,Patna,Locality_468,Apartment,5,3938,420.6,10680.5485,1999,Unfurnished,29,23,26,3,3,High,Yes,Yes,"Gym, Clubhouse, Pool, Playground, Garden",South,Builder,Ready_to_Move
1549,Karnataka,Mangalore,Locality_21,Apartment,5,4654,191.94,4124.194242,1991,Semi-furnished,21,6,34,5,5,Low,Yes,Yes,"Pool, Playground, Garden",North,Owner,Under_Construction
1550,Karnataka,Mangalore,Locality_36,Independent House,5,2510,146.23,5825.896414,1999,Unfurnished,28,3,26,6,5,High,No,No,"Garden, Pool, Gym, Clubhouse",West,Builder,Ready_to_Move
1551,Madhya Pradesh,Bhopal,Locality_53,Independent House,3,1274,409.02,32105.18053,2006,Semi-furnished,26,22,19,1,3,High,No,Yes,Playground,North,Owner,Ready_to_Move
1552,Kerala,Trivandrum,Locality_447,Independent House,1,2863,372.02,12994.06217,1995,Unfurnished,4,1,30,1,3,High,No,Yes,Gym,South,Builder,Under_Construction
1553,Delhi,Dwarka,Locality_64,Villa,2,2265,426.58,18833.55408,2009,Semi-furnished,21,10,16,7,10,Low,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
1554,Delhi,New Delhi,Locality_162,Villa,3,525,390.28,74339.04762,1995,Semi-furnished,17,7,30,6,9,High,Yes,No,Playground,South,Builder,Ready_to_Move
1555,Uttarakhand,Dehradun,Locality_249,Villa,1,3130,23.96,765.4952077,2004,Unfurnished,2,9,21,4,10,Low,No,Yes,"Garden, Gym, Playground",East,Owner,Ready_to_Move
1556,Uttarakhand,Haridwar,Locality_154,Independent House,2,509,33.35,6552.062868,2017,Semi-furnished,15,22,8,6,8,Medium,Yes,No,Playground,South,Owner,Under_Construction
1557,Assam,Silchar,Locality_479,Villa,1,2458,140.93,5733.52319,2011,Unfurnished,26,16,14,10,10,Medium,Yes,Yes,"Gym, Playground",West,Owner,Under_Construction
1558,Andhra Pradesh,Vijayawada,Locality_336,Villa,2,3647,170.32,4670.139841,1997,Semi-furnished,29,21,28,10,1,Medium,Yes,No,"Pool, Gym, Playground",West,Owner,Under_Construction
1559,Bihar,Patna,Locality_140,Apartment,5,3924,111.53,2842.252803,1999,Furnished,22,7,26,4,3,High,Yes,Yes,"Garden, Playground",North,Broker,Under_Construction
1560,Jharkhand,Ranchi,Locality_186,Apartment,5,2110,447.79,21222.27488,2023,Unfurnished,4,23,2,2,2,Medium,Yes,Yes,"Gym, Clubhouse",North,Broker,Under_Construction
1561,Chhattisgarh,Raipur,Locality_446,Apartment,5,1852,46.95,2535.097192,2018,Semi-furnished,0,8,7,7,3,Low,Yes,No,Garden,South,Broker,Ready_to_Move
1562,Karnataka,Mysore,Locality_289,Apartment,3,4261,396.89,9314.480169,2015,Furnished,16,6,10,6,5,High,No,No,"Pool, Garden",North,Owner,Ready_to_Move
1563,Bihar,Gaya,Locality_285,Independent House,2,1779,65.68,3691.961776,2012,Unfurnished,15,16,13,8,1,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse",East,Broker,Under_Construction
1564,Jharkhand,Ranchi,Locality_270,Apartment,3,2612,452.01,17305.13017,1995,Furnished,20,7,30,5,7,High,Yes,No,"Playground, Pool, Clubhouse",North,Broker,Under_Construction
1565,Uttar Pradesh,Lucknow,Locality_3,Apartment,1,4973,352.32,7084.657149,2023,Semi-furnished,5,21,2,6,6,Low,Yes,Yes,"Clubhouse, Gym, Pool, Playground, Garden",North,Owner,Ready_to_Move
1566,Haryana,Gurgaon,Locality_416,Independent House,4,2258,122.26,5414.526129,1999,Furnished,12,28,26,2,7,Low,No,No,"Garden, Gym, Playground, Clubhouse, Pool",East,Broker,Under_Construction
1567,Uttarakhand,Haridwar,Locality_229,Villa,5,2147,81.37,3789.93945,1998,Furnished,11,3,27,9,9,Low,Yes,No,"Playground, Garden, Pool, Clubhouse",North,Owner,Ready_to_Move
1568,Odisha,Bhubaneswar,Locality_403,Apartment,4,2913,104.87,3600.068658,2015,Semi-furnished,24,3,10,2,9,Medium,No,Yes,"Gym, Pool, Playground, Garden, Clubhouse",West,Owner,Under_Construction
1569,Assam,Guwahati,Locality_288,Villa,5,4353,476.71,10951.29796,2012,Semi-furnished,6,18,13,9,3,High,No,No,"Pool, Gym, Garden",West,Builder,Under_Construction
1570,West Bengal,Kolkata,Locality_309,Independent House,5,1693,447.47,26430.59657,2003,Furnished,5,10,22,4,3,High,Yes,Yes,"Garden, Gym, Clubhouse, Playground, Pool",West,Broker,Ready_to_Move
1571,Karnataka,Mangalore,Locality_54,Apartment,2,4131,414.47,10033.16388,2016,Unfurnished,14,6,9,10,9,Low,No,Yes,"Playground, Gym, Garden, Pool",South,Broker,Ready_to_Move
1572,Bihar,Patna,Locality_10,Independent House,5,1595,397.02,24891.53605,2008,Unfurnished,26,16,17,4,1,Medium,Yes,Yes,"Pool, Clubhouse, Gym",North,Owner,Under_Construction
1573,Tamil Nadu,Chennai,Locality_439,Apartment,3,2475,110.75,4474.747475,2010,Furnished,22,20,15,9,5,High,No,No,"Playground, Gym, Clubhouse, Pool",East,Builder,Under_Construction
1574,Haryana,Gurgaon,Locality_221,Independent House,5,3501,16.57,473.2933448,2002,Furnished,13,25,23,2,9,Medium,No,No,"Gym, Garden",South,Owner,Under_Construction
1575,Delhi,New Delhi,Locality_495,Villa,1,876,203.34,23212.32877,2004,Semi-furnished,17,21,21,9,10,High,Yes,No,"Pool, Gym, Garden, Playground",South,Owner,Ready_to_Move
1576,Assam,Guwahati,Locality_377,Independent House,5,2923,496.14,16973.6572,1990,Semi-furnished,28,2,35,7,3,High,No,Yes,"Playground, Gym",West,Owner,Under_Construction
1577,Gujarat,Ahmedabad,Locality_90,Independent House,5,4817,368.67,7653.518788,2022,Furnished,23,19,3,6,6,Medium,Yes,Yes,"Pool, Playground, Gym, Garden",East,Builder,Under_Construction
1578,Karnataka,Mangalore,Locality_63,Independent House,2,4898,143.31,2925.888118,2023,Semi-furnished,2,13,2,2,1,Medium,Yes,Yes,Garden,West,Builder,Ready_to_Move
1579,Rajasthan,Jaipur,Locality_275,Apartment,3,2682,390.63,14564.87696,2010,Furnished,20,8,15,3,3,Medium,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Owner,Ready_to_Move
1580,Bihar,Patna,Locality_243,Apartment,3,3950,473.76,11993.92405,2004,Semi-furnished,11,12,21,10,7,Low,No,No,"Garden, Playground, Pool, Gym",South,Owner,Ready_to_Move
1581,Bihar,Patna,Locality_275,Independent House,1,3451,231.5,6708.200522,1999,Furnished,10,13,26,4,5,Low,No,No,"Gym, Clubhouse, Garden",East,Builder,Under_Construction
1582,Assam,Guwahati,Locality_419,Villa,2,4874,65.56,1345.09643,1991,Unfurnished,15,23,34,4,5,High,Yes,No,"Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction
1583,Assam,Guwahati,Locality_174,Independent House,3,2403,386.82,16097.37828,2007,Semi-furnished,7,10,18,1,10,Low,No,No,"Gym, Clubhouse",South,Broker,Under_Construction
1584,Uttarakhand,Dehradun,Locality_103,Independent House,4,2260,486.09,21508.40708,1999,Furnished,9,17,26,4,9,High,Yes,No,"Clubhouse, Gym, Garden",North,Owner,Under_Construction
1585,Gujarat,Surat,Locality_359,Independent House,4,4490,297.16,6618.262806,2020,Unfurnished,5,5,5,1,3,Low,Yes,No,"Gym, Clubhouse",East,Broker,Under_Construction
1586,Madhya Pradesh,Bhopal,Locality_475,Independent House,3,2691,36.46,1354.886659,1992,Semi-furnished,30,28,33,3,2,Low,Yes,Yes,"Gym, Clubhouse, Playground",South,Broker,Ready_to_Move
1587,Madhya Pradesh,Bhopal,Locality_182,Independent House,2,2367,265.45,11214.61766,2016,Semi-furnished,9,24,9,10,1,Low,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",South,Broker,Ready_to_Move
1588,Kerala,Trivandrum,Locality_47,Villa,2,1727,192.84,11166.18413,2006,Semi-furnished,20,10,19,3,7,High,No,No,"Playground, Garden, Gym, Clubhouse, Pool",East,Builder,Under_Construction
1589,Andhra Pradesh,Vishakhapatnam,Locality_317,Villa,1,3775,261.27,6921.059603,2012,Furnished,12,11,13,6,7,High,Yes,No,"Clubhouse, Garden, Gym, Pool, Playground",West,Owner,Under_Construction
1590,Telangana,Hyderabad,Locality_314,Villa,4,2212,488.31,22075.49729,2022,Furnished,7,15,3,6,3,Medium,No,Yes,Clubhouse,South,Owner,Ready_to_Move
1591,Haryana,Faridabad,Locality_336,Independent House,2,3070,24.22,788.9250814,2009,Furnished,26,8,16,7,2,Low,No,Yes,"Playground, Pool, Clubhouse",West,Owner,Under_Construction
1592,Uttarakhand,Haridwar,Locality_408,Villa,5,1049,405.19,38626.31077,2016,Semi-furnished,2,25,9,1,1,Medium,No,Yes,"Playground, Pool",West,Broker,Under_Construction
1593,Karnataka,Mangalore,Locality_75,Villa,1,2144,483.72,22561.56716,2004,Semi-furnished,27,12,21,5,1,High,No,No,"Playground, Pool, Garden",East,Broker,Ready_to_Move
1594,Haryana,Gurgaon,Locality_213,Independent House,4,4294,401.54,9351.187704,2004,Furnished,13,28,21,1,1,Low,Yes,No,"Gym, Pool",East,Owner,Ready_to_Move
1595,Delhi,New Delhi,Locality_77,Independent House,5,2373,263.64,11109.98736,1995,Furnished,9,7,30,3,5,Medium,Yes,Yes,"Pool, Playground, Gym",South,Broker,Ready_to_Move
1596,Haryana,Gurgaon,Locality_17,Independent House,1,2150,480.62,22354.4186,2011,Furnished,23,13,14,6,6,Low,No,Yes,"Garden, Pool, Playground, Clubhouse",East,Broker,Under_Construction
1597,Tamil Nadu,Coimbatore,Locality_61,Villa,2,2259,220.93,9779.991147,2004,Unfurnished,5,29,21,2,4,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",North,Owner,Under_Construction
1598,Chhattisgarh,Bilaspur,Locality_451,Independent House,4,4458,188.79,4234.858681,1994,Unfurnished,4,20,31,9,5,High,Yes,Yes,Playground,South,Builder,Under_Construction
1599,Andhra Pradesh,Vishakhapatnam,Locality_500,Villa,3,3638,80.42,2210.55525,2019,Furnished,28,28,6,2,3,Low,No,No,"Pool, Garden, Clubhouse, Playground",East,Owner,Under_Construction
1600,Kerala,Kochi,Locality_331,Apartment,2,1412,40.34,2856.94051,1995,Furnished,27,26,30,5,4,Medium,No,No,Pool,North,Broker,Ready_to_Move
1601,Punjab,Ludhiana,Locality_26,Independent House,2,725,172.41,23780.68966,2006,Furnished,10,27,19,1,7,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move
1602,Uttarakhand,Haridwar,Locality_123,Independent House,4,4598,348.39,7576.989996,2004,Furnished,18,21,21,3,8,High,No,No,"Playground, Garden, Gym, Clubhouse, Pool",South,Broker,Under_Construction
1603,West Bengal,Durgapur,Locality_435,Independent House,1,511,37.3,7299.412916,1992,Unfurnished,11,27,33,10,4,Medium,No,No,"Garden, Gym, Playground, Pool, Clubhouse",North,Broker,Ready_to_Move
1604,Haryana,Faridabad,Locality_41,Independent House,2,1861,193.58,10401.93444,2021,Unfurnished,5,3,4,3,6,Low,Yes,Yes,"Gym, Pool, Garden",North,Broker,Ready_to_Move
1605,Delhi,Dwarka,Locality_472,Villa,4,850,167.77,19737.64706,2016,Furnished,21,17,9,2,1,Medium,Yes,No,"Playground, Garden, Gym",West,Builder,Ready_to_Move
1606,Jharkhand,Ranchi,Locality_497,Apartment,4,692,387.68,56023.12139,2019,Semi-furnished,25,6,6,2,9,High,No,Yes,"Pool, Clubhouse",North,Builder,Ready_to_Move
1607,West Bengal,Durgapur,Locality_89,Apartment,3,2873,67.11,2335.885834,2021,Semi-furnished,6,16,4,2,6,Medium,No,Yes,"Gym, Clubhouse, Playground",East,Broker,Ready_to_Move
1608,Madhya Pradesh,Bhopal,Locality_39,Villa,4,3056,151.34,4952.225131,1999,Furnished,1,5,26,1,3,High,No,No,"Playground, Garden",East,Broker,Under_Construction
1609,Kerala,Kochi,Locality_383,Independent House,2,3173,353.67,11146.23385,2013,Semi-furnished,6,18,12,3,1,Low,Yes,No,"Clubhouse, Gym, Pool",South,Owner,Under_Construction
1610,Andhra Pradesh,Vijayawada,Locality_333,Villa,4,2838,310.76,10949.96476,2011,Semi-furnished,12,16,14,2,10,Low,Yes,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Broker,Under_Construction
1611,West Bengal,Durgapur,Locality_333,Apartment,1,633,186.3,29431.27962,2002,Semi-furnished,18,1,23,1,9,High,No,Yes,"Garden, Gym, Pool",West,Owner,Ready_to_Move
1612,Uttarakhand,Dehradun,Locality_403,Independent House,3,3340,364.6,10916.16766,2013,Semi-furnished,10,8,12,5,2,High,Yes,No,"Clubhouse, Garden",West,Owner,Under_Construction
1613,Delhi,Dwarka,Locality_365,Villa,1,3922,134.96,3441.101479,2002,Furnished,6,8,23,2,3,Low,Yes,Yes,"Clubhouse, Gym, Pool, Playground",East,Owner,Ready_to_Move
1614,Kerala,Trivandrum,Locality_481,Apartment,3,502,97.21,19364.54183,2011,Furnished,15,2,14,4,9,Low,No,No,Garden,North,Owner,Under_Construction
1615,Chhattisgarh,Raipur,Locality_365,Villa,3,1096,236.9,21614.9635,1996,Semi-furnished,24,2,29,9,8,Medium,Yes,No,"Playground, Pool",South,Broker,Ready_to_Move
1616,Andhra Pradesh,Vijayawada,Locality_396,Villa,4,938,345.54,36837.95309,1993,Furnished,21,26,32,8,4,Medium,No,Yes,"Playground, Garden, Gym",East,Builder,Ready_to_Move
1617,Haryana,Faridabad,Locality_471,Villa,3,3646,361.65,9919.089413,1998,Furnished,24,12,27,7,3,Medium,No,Yes,"Gym, Playground, Pool",East,Builder,Under_Construction
1618,West Bengal,Durgapur,Locality_82,Villa,4,3787,130.03,3433.588593,2022,Semi-furnished,13,26,3,9,4,High,Yes,No,"Pool, Gym",South,Owner,Under_Construction
1619,Assam,Guwahati,Locality_378,Apartment,2,4510,79.77,1768.736142,2007,Semi-furnished,7,2,18,8,3,Medium,Yes,Yes,"Garden, Clubhouse, Playground",South,Owner,Ready_to_Move
1620,Delhi,New Delhi,Locality_1,Apartment,4,4823,362.8,7522.289032,1991,Semi-furnished,15,7,34,3,2,Medium,No,Yes,"Playground, Pool, Garden",East,Broker,Ready_to_Move
1621,Telangana,Hyderabad,Locality_452,Villa,4,2334,91.47,3919.023136,2014,Semi-furnished,2,17,11,3,1,High,Yes,Yes,"Gym, Pool, Garden, Playground",West,Builder,Ready_to_Move
1622,Assam,Guwahati,Locality_290,Apartment,1,4762,230.55,4841.453171,1991,Unfurnished,5,17,34,8,5,Low,Yes,No,"Gym, Playground",North,Builder,Ready_to_Move
1623,Madhya Pradesh,Indore,Locality_389,Independent House,1,678,193.01,28467.55162,2008,Semi-furnished,23,20,17,10,4,Medium,No,Yes,"Gym, Playground, Pool, Garden",South,Broker,Under_Construction
1624,Maharashtra,Pune,Locality_198,Apartment,5,3787,406.96,10746.23713,2020,Semi-furnished,3,16,5,1,7,Low,Yes,Yes,"Garden, Pool",South,Owner,Under_Construction
1625,Madhya Pradesh,Indore,Locality_117,Apartment,5,1041,247.24,23750.24015,2022,Unfurnished,22,11,3,5,5,Low,Yes,Yes,"Clubhouse, Garden",South,Owner,Under_Construction
1626,Kerala,Trivandrum,Locality_458,Independent House,1,3905,116.57,2985.147247,1998,Furnished,13,8,27,6,1,Low,No,Yes,Pool,South,Owner,Under_Construction
1627,Gujarat,Ahmedabad,Locality_185,Villa,1,1940,410.3,21149.48454,1996,Furnished,3,13,29,10,7,Low,No,No,"Garden, Pool, Clubhouse, Playground, Gym",West,Broker,Ready_to_Move
1628,Uttar Pradesh,Lucknow,Locality_422,Independent House,3,3668,484.06,13196.83751,1999,Furnished,0,21,26,4,5,Low,Yes,No,"Garden, Playground",South,Broker,Under_Construction
1629,Haryana,Gurgaon,Locality_325,Apartment,5,4705,137.6,2924.548353,1997,Furnished,5,28,28,8,6,Medium,No,No,"Pool, Playground, Clubhouse",East,Broker,Under_Construction
1630,Odisha,Bhubaneswar,Locality_498,Villa,1,4765,101.01,2119.832109,2009,Semi-furnished,16,17,16,10,5,High,Yes,Yes,"Garden, Clubhouse, Playground, Pool",West,Builder,Ready_to_Move
1631,Uttar Pradesh,Noida,Locality_177,Apartment,2,745,183.77,24667.11409,2021,Semi-furnished,11,13,4,4,2,High,Yes,Yes,Playground,North,Broker,Ready_to_Move
